"","ID","StateProv","StationName"
"906","USW00023155 ","CA"," BAKERSFIELD AP                "
"907","USW00023156 ","CA"," BEAUMONT "
"908","USW00023157 ","CA"," BISHOP AP                     "
"909","USW00023158 ","CA"," BLYTHE ASOS                   "
"910","USW00023159 ","UT"," BRYCE CANYON AP               "
"911","USW00023160 ","AZ"," TUCSON INTL AP                "
"912","USW00023161 ","CA"," BARSTOW-DAGGETT AP            "
"913","USW00023162 ","UT"," DELTA                         "
"914","USW00023166 ","AZ"," FLAGSTAFF WB CITY             "
"915","USW00023168 ","AZ"," GILA BEND AVIATION            "
"916","USW00023169 ","NV"," MCCARRAN INTL AP              "
"917","USW00023170 ","UT"," HANKSVILLE                    "
"918","USW00023172 ","CA"," COACHELLA INDIO CAA           "
"919","USW00023173 ","NV"," LAS VEGAS WB AP               "
"920","USW00023174 ","CA"," LOS ANGELES INTL AP           "
"921","USW00023176 ","UT"," MILFORD MUNI AP               "
"922","USW00023177 ","UT"," MODENA                        "
"923","USW00023178 ","CA"," MT LAGUNA CAA AP              "
"924","USW00023179 ","CA"," NEEDLES AP                    "
"925","USW00023180 ","CA"," NEWHALL AP                    "
"926","USW00023181 ","CA"," OCEANSIDE CAA AP              "
"927","USW00023182 ","CA"," PALMDALE AP                   "
"928","USW00023183 ","AZ"," PHOENIX AP                    "
"929","USW00023184 ","AZ"," PRESCOTT LOVE FLD             "
"930","USW00023185 ","NV"," RENO AP                       "
"931","USW00023186 ","UT"," ST GEORGE MUNI AP             "
"932","USW00023187 ","CA"," SANDBERG                      "
"933","USW00023188 ","CA"," SAN DIEGO INTL AP             "
"934","USW00023190 ","CA"," SANTA BARBARA MUNI AP         "
"935","USW00023191 ","CA"," AVALON CATALINA AP            "
"936","USW00023192 ","CA"," SILVER LAKE CAA AP            "
"937","USW00023194 ","AZ"," WINSLOW AP                    "
"938","USW00023195 ","AZ"," YUMA WSO AP                   "
"939","USW00023196 ","CA"," CHULA VISTA BROWN FLD NAAS    "
"940","USW00023199 ","CA"," EL CENTRO NAF                 "
"941","USW00023202 ","CA"," TRAVIS AFB                    "
"942","USW00023203 ","CA"," CASTLE AFB                    "
"943","USW00023206 ","CA"," SACRAMENTO MATHER AFB         "
"944","USW00023208 ","CA"," SACRAMENTO MCCLELLAN AFB      "
"945","USW00023211 ","CA"," HAMILTON AF BASE              "
"946","USW00023213 ","CA"," SANTA ROSA SONOMA CO AP       "
"947","USW00023225 ","CA"," BLUE CANYON NYACK AP          "
"948","USW00023226 ","CA"," DONNER SUMMIT CAA             "
"949","USW00023230 ","CA"," OAKLAND INTL AP               "
"950","USW00023232 ","CA"," SACRAMENTO AP ASOS            "
"951","USW00023233 ","CA"," SALINAS AP                    "
"952","USW00023234 ","CA"," SAN FRANCISCO INTL AP         "
"953","USW00023237 ","CA"," STOCKTON AP                   "
"954","USW00023238 ","CA"," WILLIAMS CAA AP               "
"955","USW00023239 ","CA"," ALAMEDA NAS                   "
"956","USW00023240 ","CA"," CROWS LANDING                 "
"957","USW00023241 ","CA"," HOLLISTER NAAS                "
"958","USW00023243 ","CA"," LOMPOC AP                     "
"959","USW00023244 ","CA"," MOFFETT FED AIRFIELD          "
"960","USW00023245 ","CA"," MONTEREY NAF                  "
"961","USW00023246 ","CA"," SANTA ROSA NAAS               "
"962","USW00023248 ","CA"," VERNALIS NAAS                 "
"963","USW00023249 ","CA"," WATSONVILLE NAAS              "
"964","USW00023254 ","CA"," CONCORD BUCHANAN FLD          "
"965","USW00023257 ","CA"," MERCED MUNI AP                "
"966","USW00023258 ","CA"," MODESTO AP                    "
"967","USW00023259 ","CA"," MONTEREY PENINSUL AP          "
"968","USW00023271 ","CA"," SACRAMENTO 5 ESE              "
"969","USW00023272 ","CA"," SAN FRANCISCO DWTN            "
"970","USW00023273 ","CA"," SANTA MARIA PUBLIC AP         "
"971","USW00023275 ","CA"," UKIAH MUNI AP                 "
"972","USW00023277 ","CA"," WATSONVILLE MUNI AP           "
"973","USW00023285 ","CA"," LIVERMORE MUNI AP             "
"974","USW00023293 ","CA"," SAN JOSE                      "
"975","USW00023583 ","AK"," ALEKNAGIK 1 NNE               "
"976","USW00023801 ","AL"," TROY 2 W                      "
"977","USW00023802 ","AL"," THOMASVILLE 2 S               "
"978","USW00023803 ","MS"," HOLLY SPRINGS 4 N             "
"979","USW00023904 ","AR"," BATESVILLE 8 WNW              "
"980","USW00023906 ","TX"," PORT ARANSAS 32 NNE           "
"981","USW00023907 ","TX"," AUSTIN 33 NW                  "
"982","USW00023908 ","MO"," JOPLIN 24 N                   "
"983","USW00023909 ","MO"," SALEM 10 W                    "
"984","USW00024006 ","SD"," ELLSWORTH AFB                 "
"985","USW00024011 ","ND"," BISMARCK                      "
"986","USW00024012 ","ND"," DICKINSON THEODORE ROOSEVELT R"
"987","USW00024013 ","ND"," MINOT INTL AP                 "
"988","USW00024015 ","CO"," AKRON WASHINGTON CO AP        "
"989","USW00024017 ","NE"," CHADRON MUNI AP               "
"990","USW00024018 ","WY"," CHEYENNE                      "
"991","USW00024019 ","WY"," DOUGLAS CAA AP                "
"992","USW00024020 ","NE"," HAYES CENTER 1NW              "
"993","USW00024021 ","WY"," LANDER AP                     "
"994","USW00024022 ","WY"," LARAMIE AP                    "
"995","USW00024023 ","NE"," N PLATTE RGNL AP              "
"996","USW00024024 ","SD"," PHILIP AP                     "
"997","USW00024025 ","SD"," PIERRE RGNL AP                "
"998","USW00024027 ","WY"," ROCK SPRINGS AP               "
"999","USW00024028 ","NE"," SCOTTSBLUFF W B HEILIG FLD AP "
"1000","USW00024029 ","WY"," SHERIDAN AP                   "
"1001","USW00024030 ","NE"," SIDNEY MUNI AP                "
"1002","USW00024031 ","WY"," SINCLAIR CAA AP               "
"1003","USW00024032 ","NE"," VALENTINE MILLER FLD AP       "
"1004","USW00024033 ","MT"," BILLINGS INTL AP              "
"1005","USW00024035 ","MT"," HAVRE WB CITY                 "
"1006","USW00024036 ","MT"," LEWISTOWN AP                  "
"1007","USW00024037 ","MT"," MILES CITY AP                 "
"1008","USW00024040 ","MT"," CUSTER                        "
"1009","USW00024044 ","NE"," ALLIANCE MUNI AP ASOS         "
"1010","USW00024045 ","WY"," CODY MUNICIPAL AP             "
"1011","USW00024046 ","CO"," CRAIG MOFFAT CO AP            "
"1012","USW00024048 ","WY"," GREYBULL S BIG HORN CO AP     "
"1013","USW00024051 ","CO"," GREELEY WELD CO AP            "
"1014","USW00024057 ","WY"," RAWLINS AP                    "
"1015","USW00024061 ","WY"," RIVERTON                      "
"1016","USW00024062 ","WY"," WORLAND MUNI AP               "
"1017","USW00024088 ","WY"," MOORCROFT 3S                  "
"1018","USW00024089 ","WY"," CASPER-NATRONA CO AP          "
"1019","USW00024090 ","SD"," RAPID CITY RGNL AP            "
"1020","USW00024091 ","NE"," IMPERIAL MUNI AP              "
"1021","USW00024101 ","UT"," OGDEN HILL AFB                "
"1022","USW00024103 ","UT"," DUGWAY PROVING GROUNDS        "
"1023","USW00024106 ","ID"," MTN HOME AFB                  "
"1024","USW00024110 ","WA"," MOSES LAKE GRANT CO AP        "
"1025","USW00024111 ","UT"," WENDOVER DARBY AFB            "
"1026","USW00024112 ","MT"," MALMSTROM AFB                 "
"1027","USW00024114 ","WA"," FAIRCHILD AFB                 "
"1028","USW00024118 ","WY"," FT BRIDGER AP                 "
"1029","USW00024119 ","NV"," BATTLE MOUNTAIN 4SE           "
"1030","USW00024120 ","UT"," COALVILLE                     "
"1031","USW00024121 ","NV"," ELKO RGNL AP                  "
"1032","USW00024122 ","UT"," FAIRFIELD CAA AP              "
"1033","USW00024125 ","UT"," LUCIN                         "
"1034","USW00024126 ","UT"," OGDEN HINKLEY AP              "
"1035","USW00024127 ","UT"," SALT LAKE CITY INTL AP        "
"1036","USW00024128 ","NV"," WINNEMUCCA AP                 "
"1037","USW00024130 ","OR"," BAKER CITY AP                 "
"1038","USW00024131 ","ID"," BOISE AIR TERMINAL            "
"1039","USW00024132 ","MT"," BOZEMAN GALLATIN FLD AP       "
"1040","USW00024133 ","ID"," BURLEY MUNI AP                "
"1041","USW00024134 ","OR"," BURNS WSO CITY                "
"1042","USW00024135 ","MT"," BUTTE BERT MOONEY AP          "
"1043","USW00024136 ","ID"," COEUR D ALENE AP              "
"1044","USW00024137 ","MT"," CUT BANK AP                   "
"1045","USW00024138 ","MT"," DILLON AP                     "
"1046","USW00024139 ","MT"," DRUMMOND AVIATION             "
"1047","USW00024140 ","ID"," DUBOIS                        "
"1048","USW00024141 ","WA"," EPHRATA AP                    "
"1049","USW00024142 ","ID"," GOODING 2 S                   "
"1050","USW00024143 ","MT"," GREAT FALLS AP                "
"1051","USW00024144 ","MT"," HELENA AP ASOS                "
"1052","USW00024145 ","ID"," IDAHO FALLS FAA AP            "
"1053","USW00024147 ","WA"," LA CROSSE WB CITY             "
"1054","USW00024148 ","OR"," LA GRANDE MUNI AP             "
"1055","USW00024149 ","ID"," LEWISTON AP                   "
"1056","USW00024150 ","MT"," LIVINGSTON AP                 "
"1057","USW00024151 ","ID"," MALAD CITY                    "
"1058","USW00024152 ","OR"," MEACHAM                       "
"1059","USW00024153 ","MT"," MISSOULA INTL AP              "
"1060","USW00024154 ","ID"," MULLAN PASS VOR/DME           "
"1061","USW00024155 ","OR"," PENDLETON                     "
"1062","USW00024156 ","ID"," POCATELLO RGNL AP             "
"1063","USW00024157 ","WA"," SPOKANE INTL AP               "
"1064","USW00024158 ","ID"," STREVELL                      "
"1065","USW00024159 ","MT"," SUPERIOR                      "
"1066","USW00024160 ","WA"," WALLA WALLA RGNL AP           "
"1067","USW00024161 ","MT"," WHITEHALL 7 E                 "
"1068","USW00024162 ","OR"," ONTARIO                       "
"1069","USW00024163 ","WA"," PASCO TRI CITIES AP           "
"1070","USW00024164 ","WY"," BIG PINEY MARBLETON AP        "
"1071","USW00024166 ","WY"," JACKSON HOLE AP               "
"1072","USW00024172 ","NV"," LOVELOCK DERBY FLD AP         "
"1073","USW00024175 ","UT"," SALT LAKE CITY                "
"1074","USW00024193 ","UT"," WENDOVER AP AWOS              "
"1075","USW00024199 ","OR"," BAKER KBKR                    "
"1076","USW00024201 ","WA"," GRAY AAF                      "
"1077","USW00024202 ","OR"," CORVALLIS                     "
"1078","USW00024203 ","WA"," EVERETT PAINE AFB             "
"1079","USW00024207 ","WA"," TACOMA MCCHORD AFB            "
"1080","USW00024213 ","CA"," EUREKA WFO WOODLEY IS         "
"1081","USW00024214 ","CA"," MONTAGUE YREKA MUNI AP        "
"1082","USW00024215 ","CA"," MT SHASTA                     "
"1083","USW00024216 ","CA"," RED BLUFF MUNI AP             "
"1084","USW00024217 ","WA"," BELLINGHAM INTL AP            "
"1085","USW00024219 ","WA"," DALLESPORT AP                 "
"1086","USW00024220 ","WA"," ELLENSBURG BOWERS FLD         "
"1087","USW00024221 ","OR"," EUGENE-MAHLON SWEET FLD       "
"1088","USW00024222 ","WA"," EVERETT SNOHOMISH CO AP       "
"1089","USW00024223 ","WA"," KELSO WB AP                   "
"1090","USW00024224 ","OR"," KLAMATH FALLS AP              "
"1091","USW00024225 ","OR"," MEDFORD INTL AP               "
"1092","USW00024226 ","WA"," NORTH HEAD WB                 "
"1093","USW00024227 ","WA"," OLYMPIA AP                    "
"1094","USW00024228 ","WA"," PORT ANGELES WB AP            "
"1095","USW00024229 ","OR"," PORTLAND INTL AP              "
"1096","USW00024230 ","OR"," REDMOND AP                    "
"1097","USW00024231 ","OR"," ROSEBURG RGNL AP              "
"1098","USW00024232 ","OR"," SALEM AP (MCNARY FIELD)       "
"1099","USW00024233 ","WA"," SEATTLE TACOMA AP             "
"1100","USW00024234 ","WA"," SEATTLE BOEING FLD            "
"1101","USW00024235 ","OR"," SEXTON SUMMIT                 "
"1102","USW00024236 ","OR"," SISKIYOU SUMMIT               "
"1103","USW00024237 ","WA"," STAMPEDE PASS                 "
"1104","USW00024238 ","WA"," STEVENSON WB CITY             "
"1105","USW00024239 ","WA"," TACOMA CITY HALL              "
"1106","USW00024240 ","WA"," TATOOSH ISLAND WB             "
"1107","USW00024241 ","WA"," TOLEDO FAA AP                 "
"1108","USW00024242 ","OR"," PORTLAND TROUTDALE AP         "
"1109","USW00024243 ","WA"," YAKIMA AP                     "
"1110","USW00024244 ","WA"," SEATTLE NAS                   "
"1111","USW00024245 ","CA"," ARCATA NAAS                   "
"1112","USW00024246 ","OR"," ASTORIA NAS                   "
"1113","USW00024247 ","WA"," ARLINGTON NAAS                "
"1114","USW00024249 ","OR"," KLAMATH FALLS                 "
"1115","USW00024250 ","OR"," LAKEVIEW NAS                  "
"1116","USW00024251 ","OR"," NORTH BEND NAAF               "
"1117","USW00024252 ","WA"," QUILLAYUTE NAAS               "
"1118","USW00024253 ","WA"," SHELTON NAAS                  "
"1119","USW00024254 ","OR"," TILLAMOOK NAS                 "
"1120","USW00024255 ","WA"," WHIDBEY ISLAND NAS            "
"1121","USW00024257 ","CA"," REDDING AP                    "
"1122","USW00024259 ","CA"," MONTAGUE SISKIYOU AP          "
"1123","USW00024274 ","OR"," PORTLAND RFC CITY             "
"1124","USW00024281 ","WA"," SEATTLE URBAN SITE            "
"1125","USW00024283 ","CA"," ARCATA EUREKA AP              "
"1126","USW00024284 ","OR"," N BEND SW OREGON RGNL AP      "
"1127","USW00024285 ","OR"," NEWPORT                       "
"1128","USW00024286 ","CA"," CRESCENT CITY MCNAMARA AP     "
"1129","USW00025308 ","AK"," ANNETTE AP                    "
"1130","USW00025309 ","AK"," JUNEAU AP                     "
"1131","USW00025322 ","AK"," GUSTAVUS                      "
"1132","USW00025323 ","AK"," HAINES AP                     "
"1133","USW00025325 ","AK"," KETCHIKAN AP                  "
"1134","USW00025329 ","AK"," PETERSBURG 1                  "
"1135","USW00025331 ","AK"," PALMER AP                     "
"1136","USW00025333 ","AK"," SITKA AP                      "
"1137","USW00025335 ","AK"," SKAGWAY AP                    "
"1138","USW00025339 ","AK"," YAKUTAT AP                    "
"1139","USW00025367 ","AK"," KLAWOCK AP                    "
"1140","USW00025376 ","AK"," HYDABURG SEAPLANE BASE        "
"1141","USW00025379 ","AK"," SITKA 1 NE                    "
"1142","USW00025380 ","AK"," GUSTAVUS 2 NE                 "
"1143","USW00025381 ","AK"," METLAKATLA 6 S                "
"1144","USW00025382 ","AK"," YAKUTAT 3 SSE                 "
"1145","USW00025402 ","AK"," MIDDLETON ISLAND AUTO         "
"1146","USW00025403 ","AK"," MIDDLETON ISLAND              "
"1147","USW00025501 ","AK"," KODIAK AP                     "
"1148","USW00025503 ","AK"," KING SALMON                   "
"1149","USW00025506 ","AK"," ILIAMNA AP                    "
"1150","USW00025507 ","AK"," HOMER AP                      "
"1151","USW00025508 ","AK"," PORT HEIDEN                   "
"1152","USW00025515 ","AK"," DRIFTWOOD BAY                 "
"1153","USW00025516 ","AK"," SELDOVIA AP                   "
"1154","USW00025519 ","AK"," EGEGIK AP                     "
"1155","USW00025522 ","AK"," KING SALMON 42 SE             "
"1156","USW00025602 ","AK"," UMNAK                         "
"1157","USW00025603 ","AK"," THORNBROUGH                   "
"1158","USW00025623 ","AK"," CAPE NEWENHAM AFS             "
"1159","USW00025624 ","AK"," COLD BAY AP                   "
"1160","USW00025625 ","AK"," PORT MOLLER                   "
"1161","USW00025626 ","AK"," NIKOLSKI                      "
"1162","USW00025628 ","AK"," ST GEORGE IS AP               "
"1163","USW00025630 ","AK"," SAND POINT 1 ENE              "
"1164","USW00025704 ","AK"," ADAK AP                       "
"1165","USW00025708 ","AK"," ATKA ISLAND                   "
"1166","USW00025709 ","AK"," ASI TANAGA ISLAND NS          "
"1167","USW00025711 ","AK"," ST. PAUL 4 NE                 "
"1168","USW00025713 ","AK"," SAINT PAUL IS AP              "
"1169","USW00026401 ","AK"," ELMENDORF AFB                 "
"1170","USW00026403 ","AK"," LADD AAB                      "
"1171","USW00026407 ","AK"," EIELSON FLD                   "
"1172","USW00026409 ","AK"," ANCHORAGE MERRILL FLD         "
"1173","USW00026410 ","AK"," CORDOVA AP                    "
"1174","USW00026411 ","AK"," FAIRBANKS INTL AP             "
"1175","USW00026412 ","AK"," NORTHWAY AP                   "
"1176","USW00026413 ","AK"," FT YUKON                      "
"1177","USW00026414 ","AK"," SUMMIT WSO AP                 "
"1178","USW00026415 ","AK"," BIG DELTA AP                  "
"1179","USW00026422 ","AK"," EAGLE AP                      "
"1180","USW00026425 ","AK"," GULKANA AP                    "
"1181","USW00026435 ","AK"," NENANA MUNI AP                "
"1182","USW00026436 ","AK"," NORTH DUTCH ISLAND CAA        "
"1183","USW00026438 ","AK"," SEWARD AP                     "
"1184","USW00026439 ","AK"," SHEEP MTN CAA AP              "
"1185","USW00026440 ","AK"," TANACROSS                     "
"1186","USW00026442 ","AK"," VALDEZ WSO                    "
"1187","USW00026445 ","AK"," YAKATAGA AP                   "
"1188","USW00026451 ","AK"," ANCHORAGE TED STEVENS INTL AP "
"1189","USW00026452 ","AK"," ELMENDORF 2 AFB               "
"1190","USW00026453 ","AK"," ANCHORAGE PARK STRIP          "
"1191","USW00026458 ","AK"," GERSTLE RIVER                 "
"1192","USW00026491 ","AK"," ANCHORAGE LK HOOD SEA PLANE BA"
"1193","USW00026492 ","AK"," PORTAGE GLACIER VISITOR CTR   "
"1194","USW00026494 ","AK"," FAIRBANKS 11 NE               "
"1195","USW00026501 ","AK"," GALENA AP                     "
"1196","USW00026502 ","AK"," KALTAG AP                     "
"1197","USW00026508 ","AK"," UMIAT                         "
"1198","USW00026509 ","AK"," GALENA AP                     "
"1199","USW00026510 ","AK"," MCGRATH AP                    "
"1200","USW00026513 ","AK"," SHUNGNAK CAA                  "
"1201","USW00026514 ","AK"," SKWENTNA                      "
"1202","USW00026516 ","AK"," ANIAK AP                      "
"1203","USW00026517 ","AK"," BETTLES CAA                   "
"1204","USW00026519 ","AK"," FAREWELL FAA AP               "
"1205","USW00026523 ","AK"," KENAI AP                      "
"1206","USW00026528 ","AK"," TALKEETNA AP                  "
"1207","USW00026529 ","AK"," TANANA AP                     "
"1208","USW00026533 ","AK"," BETTLES AP                    "
"1209","USW00026534 ","AK"," SPARREVOHN MTN AFS            "
"1210","USW00026535 ","AK"," INDIAN MTN AFS                "
"1211","USW00026536 ","AK"," TATALINA                      "
"1212","USW00026537 ","AK"," UMIAT AFS                     "
"1213","USW00026562 ","AK"," PORT ALSWORTH 1 SW            "
"1214","USW00026563 ","AK"," KENAI 29 ENE                  "
"1215","USW00026564 ","AK"," IVOTUK 1 NNE                  "
"1216","USW00026565 ","AK"," DEADHORSE 3 S                 "
"1217","USW00026615 ","AK"," BETHEL AP                     "
"1218","USW00026616 ","AK"," KOTZEBUE AP                   "
"1219","USW00026617 ","AK"," NOME AP                       "
"1220","USW00026618 ","AK"," WALES                         "
"1221","USW00026620 ","AK"," MOSES POINT FAA AP            "
"1222","USW00026627 ","AK"," UNALAKLEET FLD                "
"1223","USW00026628 ","AK"," GOLOVIN AP                    "
"1224","USW00026631 ","AK"," CAPE LISBURNE AFS             "
"1225","USW00026632 ","AK"," NORTHEAST CAPE                "
"1226","USW00026633 ","AK"," CAPE ROMANZOF AFS             "
"1227","USW00026634 ","AK"," TIN CITY                      "
"1228","USW00026635 ","AK"," MTN VILLAGE AP                "
"1229","USW00026642 ","AK"," KIVALINA AP                   "
"1230","USW00026643 ","AK"," DEERING AP                    "
"1231","USW00026644 ","AK"," ANVIK AP                      "
"1232","USW00026653 ","AK"," TOKSOOK BAY AP                "
"1233","USW00026655 ","AK"," RED DOG MINE 3 SSW            "
"1234","USW00026656 ","AK"," BETHEL 87 WNW                 "
"1235","USW00026703 ","AK"," GAMBELL                       "
"1236","USW00027401 ","AK"," BARTER ISLAND WSO AP          "
"1237","USW00027406 ","AK"," DEADHORSE                     "
"1238","USW00027502 ","AK"," BARROW AP                     "
"1239","USW00027503 ","AK"," WAINWRIGHT AP                 "
"1240","USW00027515 ","AK"," NUIQSUT AP                    "
"1241","USW00027516 ","AK"," UTQIAGVIK FORMERLY BARROW 4 E "
"1242","USW00045702 ","AK"," AMCHITKA ISLAND               "
"1243","USW00045708 ","AK"," SHEMYA ISLAND                 "
"1244","USW00045709 ","AK"," ATTU NS                       "
"1245","USW00045714 ","AK"," SHEMYA ISLAND                 "
"1246","USW00045715 ","AK"," SHEMYA USAF BASE              "
"1247","USW00053002 ","NM"," ARTESIA 2 WNW                 "
"1248","USW00053003 ","NM"," GRANTS 2 S                    "
"1249","USW00053004 ","UT"," BLUFF 32 NW                   "
"1250","USW00053005 ","CO"," BUENA VISTA 2 SSE             "
"1251","USW00053006 ","AZ"," AMADO 23 W                    "
"1252","USW00053007 ","CO"," COLORADO SPRINGS 23 NW        "
"1253","USW00053008 ","NM"," CLOVIS 7 N                    "
"1254","USW00053009 ","NM"," RAMAH 9 SE                    "
"1255","USW00053010 ","UT"," MONTICELLO 24 NW              "
"1256","USW00053011 ","AZ"," TSAILE 1 SSW                  "
"1257","USW00053012 ","UT"," BLANDING 26 SSW               "
"1258","USW00053013 ","UT"," CEDAR CITY 18 SSE             "
"1259","USW00053014 ","UT"," MEXICAN HAT 10 NW             "
"1260","USW00053015 ","NM"," HAGERMAN 10 ESE               "
"1261","USW00053016 ","NM"," VAUGHN 36 SSE                 "
"1262","USW00053017 ","NM"," AZTEC 43 E                    "
"1263","USW00053019 ","AZ"," WHITERIVER A 1 SW             "
"1264","USW00053022 ","NM"," ELIDA 14 SW                   "
"1265","USW00053023 ","UT"," SPANISH VALLEY 25 SW          "
"1266","USW00053024 ","NM"," LAS VEGAS 6 NE                "
"1267","USW00053025 ","NM"," HACHITA 7 ESE                 "
"1268","USW00053026 ","NM"," PINON 8 SSE                   "
"1269","USW00053119 ","CA"," HANFORD MUNI AP               "
"1270","USW00053120 ","CA"," RAMONA AP                     "
"1271","USW00053121 ","CA"," OCEANSIDE MUNI AP             "
"1272","USW00053123 ","NV"," LAS VEGAS AIR TERMINAL        "
"1273","USW00053127 ","NV"," LAS VEGAS HENDERSON AP        "
"1274","USW00053131 ","AZ"," TUCSON 11 W                   "
"1275","USW00053132 ","AZ"," ELGIN 5 S                     "
"1276","USW00053136 ","NV"," MERCURY 3 SSW                 "
"1277","USW00053138 ","NV"," BAKER 5 W                     "
"1278","USW00053139 ","CA"," STOVEPIPE WELLS 1 SW          "
"1279","USW00053144 ","CA"," EDWARDS AFB N AUX AIRFIELD    "
"1280","USW00053145 ","NV"," TONOPAH TEST RNG "
"1281","USW00053146 ","AZ"," FT HUACHUCA PIONEER AIRFIELD  "
"1282","USW00053149 ","UT"," TORREY 7 E                    "
"1283","USW00053150 ","CA"," YOSEMITE VILLAGE 12 W         "
"1284","USW00053151 ","CA"," FALLBROOK 5 NE                "
"1285","USW00053152 ","CA"," SANTA BARBARA 11 W            "
"1286","USW00053154 ","AZ"," YUMA 27 ENE                   "
"1287","USW00053155 ","AZ"," WILLIAMS 35 NNW               "
"1288","USW00053156 ","AZ"," PHOENIX 7 S                   "
"1289","USW00053159 ","AZ"," CAMERON 25 SSE                "
"1290","USW00053160 ","AZ"," CAMP VERDE 3 N                "
"1291","USW00053162 ","AZ"," COOLIDGE 5 W                  "
"1292","USW00053163 ","NM"," SOCORRO 17 WSW                "
"1293","USW00053164 ","AZ"," PAGE 9 WSW                    "
"1294","USW00053165 ","UT"," DELTA 4 NE                    "
"1295","USW00053166 ","UT"," ST. GEORGE 15 NE              "
"1296","USW00053167 ","UT"," MIDWAY 3 NE                   "
"1297","USW00053168 ","AZ"," AJO 29 S                      "
"1298","USW00053169 ","AZ"," KAYENTA 16 WSW                "
"1299","USW00053170 ","AZ"," HEBER 3 SE                    "
"1300","USW00053171 ","UT"," MILFORD 42 WNW                "
"1301","USW00053172 ","AZ"," LAKE HAVASU CITY 19 SE        "
"1302","USW00053173 ","NM"," NAGEEZI 18 SSW                "
"1303","USW00053174 ","UT"," PRICE 3 E                     "
"1304","USW00053175 ","CA"," CORONA MUNICIPAL AP           "
"1305","USW00053176 ","AZ"," GILA BEND 3 ENE               "
"1306","USW00053180 ","AZ"," KINGMAN 8 NE                  "
"1307","USW00053181 ","AZ"," SAFFORD 5 NNE                 "
"1308","USW00053182 ","OK"," GOODWELL 2 SE                 "
"1309","USW00053183 ","AZ"," FREDONIA 7 SSE                "
"1310","USW00053184 ","AZ"," MEADVIEW 7 N                  "
"1311","USW00053185 ","UT"," BEAVER 15 E                   "
"1312","USW00053802 ","IL"," MATTOON CHARLESTON COLES CO AP"
"1313","USW00053803 ","KY"," OWENSBORO DAVIESS CO RGNL AP  "
"1314","USW00053808 ","MS"," LAUREL HATTIESBURG RGNL AP    "
"1315","USW00053819 ","GA"," ATLANTA                       "
"1316","USW00053820 ","AL"," EVERGREEN MIDDLETON FLD       "
"1317","USW00053838 ","GA"," GAINESVILLE LEE GILMER MEM AP "
"1318","USW00053841 ","KY"," FRANKFORT CAPITAL CITY AP     "
"1319","USW00053842 ","IN"," INDIANAPOLIS EAGLE CREEK AP   "
"1320","USW00053843 ","AL"," ANDALUSIA OPP AP              "
"1321","USW00053844 ","OH"," LANCASTER FAIRFIELD CO AP     "
"1322","USW00053846 ","GA"," KINGS BAY NAVY BASE           "
"1323","USW00053847 ","FL"," WHITING FLD NAS S             "
"1324","USW00053848 ","FL"," CHOCTAW NAVAL OUTLYING FLD MIL"
"1325","USW00053849 ","MS"," MERIDAN JOE WILLIAMS NOLF     "
"1326","USW00053850 ","SC"," CLEMSON OCONEE CO AP          "
"1327","USW00053852 ","AL"," DECATUR PRYOR FLD             "
"1328","USW00053853 ","FL"," DESTIN FT WALTON BEACH AP     "
"1329","USW00053854 ","SC"," ORANGEBURG MUNI AP            "
"1330","USW00053855 ","OH"," HAMILTON BUTLER CO RGNL AP    "
"1331","USW00053858 ","MS"," PASCAGOULA LOTT INTL AP       "
"1332","USW00053859 ","OH"," DAYTON WRIGHT BROTHERS AP     "
"1333","USW00053860 ","FL"," JACKSONVILLE CRAIG MUNI AP    "
"1334","USW00053861 ","AL"," FT RUCKER LOWE ARMY HELIPORT  "
"1335","USW00053862 ","FL"," PERRY FOLEY AP                "
"1336","USW00053863 ","GA"," ATLANTA DEKALB PEACHTREE AP   "
"1337","USW00053864 ","AL"," ALABASTER SHELBY CO AP ASOS   "
"1338","USW00053865 ","LA"," SLIDELL AP                    "
"1339","USW00053866 ","IN"," SHELBYVILLE MUNI AP           "
"1340","USW00053867 ","SC"," COLUMBIA OWENS DWTN AP        "
"1341","USW00053868 ","TN"," OAK RIDGE ASOS                "
"1342","USW00053869 ","AR"," BLYTHEVILLE MUNI AP           "
"1343","USW00053870 ","NC"," GASTONIA MUNI AP              "
"1344","USW00053871 ","SC"," ROCK HILL YORK CO AP          "
"1345","USW00053872 ","NC"," MONROE AP                     "
"1346","USW00053873 ","GA"," CARTERSVILLE AP               "
"1347","USW00053874 ","SC"," GREENWOOD CO AP               "
"1348","USW00053875 ","TN"," CHATTANOOGA WB CITY           "
"1349","USW00053877 ","NC"," ASHEVILLE 8 SSW               "
"1350","USW00053878 ","NC"," ASHEVILLE 13 S                "
"1351","USW00053879 ","MO"," LEES SUMMIT MUNI AP           "
"1352","USW00053893 ","MS"," GOLDEN TRIANGLE               "
"1353","USW00053901 ","MO"," W PLAINS MUNI AP              "
"1354","USW00053902 ","TX"," CONROE MONTGOMERY CO AP       "
"1355","USW00053903 ","TX"," HUNTSVILLE MUNI AP            "
"1356","USW00053904 ","MO"," ST CHARLES CO AP              "
"1357","USW00053905 ","LA"," SHREVEPORT DWTN AP            "
"1358","USW00053907 ","TX"," ARLINGTON MUNI AP             "
"1359","USW00053908 ","OK"," TULSA RICHARD L JONES JR AP   "
"1360","USW00053909 ","TX"," FT WORTH ALLIANCE AP          "
